ID,ItemNo,CUSTOMER_CODE,CUSTOMER_GROUP,ITEM_CODE,DLV_PLACE,Model,PartNo,PartName,MaterialCode,MaterialName,SURFACE_CODE,COLOR_CODE,LENGTH,PROCESSING_CODE,SpecialReq,Commodity,SymbolItem,QualityInf,Other,Rate,HideInCUS030,ReqForDLV,ModifyDate,QRCodeInfo1,QRCodeCus,ApplyDate_QRCode,INV_DV,LockItem,INPUT_DATE,INPUT_PERSON,MODIFY_DATE,MODIFY_PERSON,DIAMETER1,DIAMETER2,THICKNESS,SurfaceName,ColorName,ProcessName,Size,QUANTITY,TOLERANCE,isUsed
753,17,C07050,VINFAST,|0200220139|22.20|0.00|2.000|0.000,VINFAT,VF,5300008450 STKM11A_T2.0_ODØ22.2_L670,TUB00000051,01,STKM11A,03,00,670.0,05,,,E-G,,,0.0,False,,2022-07-02 00:00:00,E8|TUB00000051|5300008450 STKM11A_T2.0_ODØ22.2_L670,,,,False,2022-07-02 09:41:56,id02,2023-10-17 11:59:10,id02,22.2,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,22.2 x 2.0,500.0,-0.5 mm*+0.5 mm,0
800,17,C07027,OTHER,|0200226010|31.80|0.00|1.400|0.000,,CMS,,,60,STAM390G,03,01,5650.0,08,,,E-G,,,0.0,False,,2023-02-20 00:00:00,E8||,,,,False,2023-02-20 11:31:05,id02,2023-06-30 13:45:18,id02,31.8,0.0,1.4,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),31.8 x 1.4,169.0,-0.0 mm*+15.0 mm,0
782,18,C07050,VINFAST,|0200220139|38.10|0.00|2.000|0.000,VINFAST,VF,5300008450 STKM11A_T2.0_ODØ38.1_L1340,TUB00000054,01,STKM11A,03,00,1340.0,05,,,E-G,,,0.0,False,,2022-09-28 00:00:00,E8|TUB00000054|5300008450 STKM11A_T2.0_ODØ38.1_L1340,,,,False,2022-09-28 16:29:58,id02,2023-10-17 11:59:10,id02,38.1,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,38.1 x 2.0,200.0,+0.7 mm*-0.7 mm,0
611,18,C07295,OTHER,|0200220810|19.10|0.00|1.600|0.000,,,,,08,STKM13A,03,00,290.0,05,,,E-G,,,0.0,False,,2021-04-02 00:00:00,,,,,False,2021-04-02 08:51:01,id02,2023-10-31 13:42:08,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,19.1 x 1.6,0.0,,0
562,18,C07032,HONDA,|0200226010|45.00|0.00|2.300|0.000,GTA,K2TA,50130-K2T-V000-AA,PIPE R/L,60,STAM390G,03,01,736.5,05,,,E-G,,,0.0,False,,2021-03-08 00:00:00,,,,,False,2021-03-08 13:39:36,id12,2023-12-18 09:23:10,id02,45.0,0.0,2.3,"Pickled and Oiled,Hot rolled steel",IBC,Brushing,45 x 2.3,150.0,+0.5 mm*-0.5 mm,0
662,18,C07008,YAMAHA,|0200220139|12.70|0.00|2.000|0.000,,BFM,,,01,STKM11A,03,00,280.5,05,,,E-G,,,0.0,False,,2021-06-18 00:00:00,,,,,False,2021-06-18 16:52:00,id02,2023-02-03 10:35:18,id02,12.7,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,12.7 x 2.0,0.0,,0
675,18,C07011,VINFAST,|0200226010|19.10|0.00|2.000|0.000,NM3,,,,60,STAM390G,03,00,6300.0,08,,,E-G,,,0.0,False,,2021-07-19 00:00:00,,,,,False,2021-07-19 11:24:33,id02,2023-10-31 13:42:57,id02,19.1,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),19.1 x 2.0,271.0,-0.0 mm*+15.0 mm,0
319,18,C07029,HONDA,|0200226010|25.40|0.00|2.000|0.000,INT,,,,60,STAM390G,03,01,5985.0,08,,,E-G,,,0.0,True,,2021-01-13 00:00:00,,,,,False,2021-01-13 08:38:50,id12,2023-11-03 08:49:46,id02,25.4,0.0,2.0,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),25.4 x 2.0,127.0,+ 1.0 mm*+15.0 mm,0
263,18,C07031,HONDA,|0200226010|19.10|0.00|1.600|0.000,SPUTNIK,,,,60,STAM390G,03,00,5680.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:04:50,id12,2023-11-20 14:58:11,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),19.1 x 1.6,169.0,-0.0 mm*+15.0 mm,0
85,18,C07002,YAMAHA,|0200220139|15.90|0.00|1.600|0.000, PS1 ,,1S9-F1198-00-000Y, CROSS TUBE3 ,01,STKM11A,03,00,121.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:32,id02,15.9,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,15.9 x 1.6,0.0,,0
83,18,C07005,YAMAHA,|0200262901|60.50|0.00|1.500|0.000,SHVN,,,,29,SUS409L,01,00,69.0,05,,,E-G,,,0.0,True,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-10-27 14:43:50,id02,60.5,0.0,1.5,Cold  Rolled Steel ,NBC,Brushing,60.5 x 1.5,80.0,+0.5mm*-0.5mm,0
18,18,C07001,HONDA,|0200226010|22.20|0.00|2.900|0.000, NLX5 ,K1YA/K1ZA,B162222905800,,60,STAM390G,03,00,5800.0,08,,,E-G,,,0.0,False,,2020-12-01 00:00:00,E8||B162222905800,,,,False,2020-12-01 00:00:00,7777,2023-11-30 09:31:12,ID02,22.2,0.0,2.9,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),22.2 x 2.9,127.0,-0.0 mm*+15.0 mm,0
19,19,C07001,HONDA,|0200226010|25.40|0.00|1.600|0.000, NLX5 ,,B162541605100,,60,STAM390G,03,00,5100.0,08,,,E-G,,,0.0,False,,2020-12-01 00:00:00,E8||B162541605100,,,,False,2020-12-01 00:00:00,7777,2023-11-30 09:31:12,ID02,25.4,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),25.4 x 1.6,169.0,-0.0 mm*+15.0 mm,0
86,19,C07038,TTVN,|0200220810|25.40|0.00|1.400|0.000,XH,,,,08,STKM13A,03,00,474.5,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-08-02 11:05:42,id02,25.4,0.0,1.4,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 1.4,500.0,+0.5 mm*-0.5 mm,0
87,19,C07002,YAMAHA,|0200220139|15.90|0.00|1.600|0.000, PS1 ,,1S9-F1199-00-000Y, CROSS TUBE 4 ,01,STKM11A,03,00,110.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:32,id02,15.9,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,15.9 x 1.6,0.0,,0
245,19,C07005,YAMAHA,|0200230119|22.20|0.00|1.200|0.000,SHVN,,,,01,STKM11A,01,01,6000.0,08,,,E-G,,,0.0,False,,2021-01-12 00:00:00,,,,,False,2021-01-12 10:17:23,id12,2023-10-27 14:43:50,id02,22.2,0.0,1.2,Cold  Rolled Steel ,IBC,Piping(Pre-End),22.2 x 1.2,0.0,,0
264,19,C07031,HONDA,|0200225900|15.00|10.30|2.350|0.000,MINH TUNG,"K2CA, K1NA",,,59,STAM290GA,03,01,5700.0,08,,,E-C,,,0.0,False,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:04:50,id12,2023-11-20 14:58:11,id02,15.0,10.3,2.35,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),15 x 10.3 x 2.35,217.0,+15.0 mm*-0.0 mm,0
320,19,C07029,HONDA,|0200226010|28.60|0.00|1.600|0.000,INT,,,,60,STAM390G,03,01,6000.0,08,,,E-G,,,0.0,True,,2021-01-13 00:00:00,,,,,False,2021-01-13 08:38:50,id12,2023-11-03 08:49:46,id02,28.6,0.0,1.6,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),28.6 x 1.6,169.0,+15.0 mm*-0.0 mm,0
676,19,C07011,VINFAST,|0200226010|28.60|0.00|2.000|0.000,NM3,,,,60,STAM390G,03,01,6000.0,08,,,E-G,,,0.0,False,,2021-07-19 00:00:00,,,,,False,2021-07-19 11:24:33,id02,2023-10-31 13:42:57,id02,28.6,0.0,2.0,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),28.6 x 2.0,169.0,+15.0 mm*-0.0 mm,0
563,19,C07032,HONDA,|0200226010|45.00|0.00|2.300|0.000,GTA,K2TA,50140-K2TA-V002-AA,PIPE R,60,STAM390G,03,01,736.5,05,,,E-G,,,0.0,False,,2021-03-08 00:00:00,,,,*,False,2021-03-08 13:39:36,id12,2023-12-18 09:23:10,id02,45.0,0.0,2.3,"Pickled and Oiled,Hot rolled steel",IBC,Brushing,45 x 2.3,150.0,+0.5 mm*-0.5 mm,0
612,19,C07295,OTHER,|0200220810|19.10|0.00|1.600|0.000,,,,,08,STKM13A,03,00,801.0,05,,,E-G,,,0.0,False,,2021-04-02 00:00:00,,,,,False,2021-04-02 08:51:01,id02,2023-10-31 13:42:09,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,19.1 x 1.6,1000.0,+0.5 mm*-0.5 mm,0
806,19,C07050,VINFAST,|0200220810|34.00|0.00|2.000|0.000,VINFAST,V5 LITE,5300008450 TUB_STKM13A_T2_ODØ34_L735,TUB00000053,08,STKM13A,03,00,735.0,05,,,E-G,,,0.0,False,,2023-04-06 00:00:00,E8|TUB00000053|5300008450 TUB_STKM13A_T2_ODØ34_L735,,,,False,2023-04-06 09:04:54,id02,2023-10-17 11:59:10,id02,34.0,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,34 x 2.0,200.0,+0.5 mm*-0.5 mm,0
887,20,C07050,VINFAST,|0200220810|48.60|0.00|2.600|0.000,VINFAST,V5 CITY/V5 LITE/VF,5300008450 TUB_STKM13A_T2.6_OD48.6_L532.5,TUB00000055,08,STKM13A,03,00,532.5,05,,,E-G,,,0.0,False,,2023-10-17 00:00:00,E8|TUB00000055|5300008450 TUB_STKM13A_T2.6_OD48.6_L532.5,,,,False,2023-10-17 11:41:42,id02,2023-10-17 11:59:10,id02,48.6,0.0,2.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,48.6 x 2.6,200.0,+0.5 mm*-0.5 mm,0
613,20,C07295,OTHER,|0200220139|25.40|0.00|1.600|0.000,,,,,01,STKM11A,03,00,1266.0,05,,,E-G,,,0.0,False,,2021-04-02 00:00:00,,,,,False,2021-04-02 08:51:01,id02,2023-10-31 13:42:09,id02,25.4,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 1.6,200.0,+0.5 mm*-0.5 mm,0
609,20,C07032,HONDA,|0200226010|40.00|20.00|1.600|0.000,GTA,K56,50121-K56-N101-AA,PIPE UPPER,60,STAM390G,03,01,741.0,05,,,E-G,,,0.0,False,,2021-04-01 00:00:00,,,,,False,2021-04-01 09:37:55,id02,2023-12-18 09:23:10,id02,40.0,20.0,1.6,"Pickled and Oiled,Hot rolled steel",IBC,Brushing,40 x 20 x 1.6,300.0,+0.5 mm*-0.5 mm,0
682,20,C07011,HONDA,|0200230742|25.00|55.00|1.600|0.000,NM3,K56R/K2PF/K2PA,,,07,HSST590C,01,01,551.0,09,,,E-G,,,0.0,False,,2021-08-18 00:00:00,E8||,,,,False,2021-08-18 11:31:34,id02,2023-10-31 13:42:58,id02,25.0,55.0,1.6,Cold  Rolled Steel ,IBC,Grind Face,25 x 55 x 1.6,480.0,-0.15 mm*+0.15 mm,0
321,20,C07029,HONDA,|0200226010|31.80|0.00|1.400|0.000,INT,,,,60,STAM390G,03,00,5240.0,08,,,E-G,,,0.0,False,,2021-01-13 00:00:00,E8||,,,,False,2021-01-13 08:38:50,id12,2023-11-03 08:49:46,id02,31.8,0.0,1.4,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),31.8 x 1.4,91.0,-0.0 mm*+15.0 mm,0
265,20,C07031,HONDA,|0200230742|22.20|0.00|1.400|0.000,VIET TRI,,,,07,HSST590C,03,00,5600.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:04:50,id12,2023-11-20 14:58:11,id02,22.2,0.0,1.4,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),22.2 x 1.4,169.0,+15.0 mm*-0.0 mm,0
246,20,C07005,YAMAHA,|0200220139|22.20|0.00|2.000|0.000,SHVN,,,,01,STKM11A,03,01,5800.0,08,,,E-G,,,0.0,False,,2021-01-12 00:00:00,,,,,False,2021-01-12 10:17:23,id12,2023-10-27 14:43:50,id02,22.2,0.0,2.0,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),22.2 x 2.0,169.0,-0.0 mm*+15.0 mm,0
89,20,C07038,TTVN,|0200220810|25.40|0.00|1.600|0.000,XH,,,,08,STKM13A,03,00,515.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-08-02 11:05:42,id02,25.4,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 1.6,500.0,+0.5 mm*-0.5 mm,0
90,20,C07002,YAMAHA,|0200226240|19.10|0.00|1.600|0.000, PS1 ,,1TD-F3361-00-000Y," ARM, 1 ",62,STKMHT590,03,00,380.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:32,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,19.1 x 1.6,0.0,,0
20,20,C07001,HONDA,|0200226010|25.40|0.00|2.000|0.000, NLX5 ,,,,60,STAM390G,03,01,5985.0,08,,,E-G,,,0.0,True,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-30 09:31:12,ID02,25.4,0.0,2.0,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),25.4 x 2.0,127.0,+ 1.0 mm*+15.0 mm,0
21,21,C07001,HONDA,|0200226010|25.40|0.00|2.600|0.000, NL03 ,K1NA/K1NF,B162542605100,,60,STAM390G,03,01,5100.0,08,,,E-G,,,0.0,False,,2020-12-01 00:00:00,E8||B162542605100,,,,False,2020-12-01 00:00:00,7777,2023-11-30 09:31:12,ID02,25.4,0.0,2.6,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),25.4 x 2.6,127.0,+15.0 mm*+1.0 mm,0
91,21,C07038,TTVN,|0200220810|25.40|0.00|1.600|0.000,XH,,,,08,STKM13A,03,00,567.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-08-02 11:05:42,id02,25.4,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 1.6,500.0,+0.5 mm*-0.5 mm,0
92,21,C07002,YAMAHA,|0200226240|19.10|0.00|1.600|0.000, PS1 ,,1TD-F3375-00-000Y," ARM, 1 ",62,STKMHT590,03,00,362.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:32,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,19.1 x 1.6,0.0,,0
247,21,C07005,YAMAHA,|0200230119|25.40|0.00|1.200|0.000,SHVN,,,,01,STKM11A,03,00,5800.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,,,,*,False,2021-01-12 10:17:23,id12,2023-10-27 14:43:50,id02,25.4,0.0,1.2,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),25.4 x 1.2,127.0,+1.0 mm*+15.0 mm,0
266,21,C07031,HONDA,|0200236041|22.20|0.00|1.200|0.000,VIET TRI,,,,60,STAM390G,01,00,5600.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:04:50,id12,2023-11-20 14:58:11,id02,22.2,0.0,1.2,Cold  Rolled Steel ,NBC,Piping(Pre-End),22.2 x 1.2,217.0,+15 mm*-0.0 mm,0
322,21,C07029,HONDA,|0200226010|31.80|0.00|2.600|0.000,INT,,,,60,STAM390G,03,00,5350.0,08,,,E-G,,,0.0,False,,2021-01-13 00:00:00,E8||,,,,False,2021-01-13 08:38:50,id12,2023-11-03 08:49:46,id02,31.8,0.0,2.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),31.8 x 2.6,91.0,-0.0 mm*+15 mm,0
683,21,C07011,HONDA,|0200230742|25.00|55.00|1.600|0.000,NM3,K56R/K2PF/K2PA,,,07,HSST590C,01,01,552.0,09,,,E-G,,,0.0,False,,2021-08-18 00:00:00,E8||,,,,False,2021-08-18 11:31:34,id02,2023-10-31 13:42:58,id02,25.0,55.0,1.6,Cold  Rolled Steel ,IBC,Grind Face,25 x 55 x 1.6,480.0,-0.15 mm*+0.15 mm,0
664,21,C07032,HONDA,|0200262901|25.40|0.00|1.200|0.000,GTA,K2ZA/K3AA,K2ZV0-018-52,PIPE EXHAUST,29,SUS409L,01,01,330.0,05,,,E-G,,,0.0,False,,2021-07-03 00:00:00,E8|PIPE EXHAUST|K2ZV0-018-52,,,,False,2021-07-03 15:51:44,ID02,2023-12-18 09:23:10,id02,25.4,0.0,1.2,Cold  Rolled Steel ,IBC,Brushing,25.4 x 1.2,0.0,,0
614,21,C07295,OTHER,|0200226240|28.60|0.00|1.600|0.000,,,,,62,STKMHT590,03,00,80.0,05,,,E-G,,,0.0,False,,2021-04-02 00:00:00,,,,,False,2021-04-02 08:51:01,id02,2023-10-31 13:42:09,id02,28.6,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 1.6,0.0,,0
615,22,C07295,OTHER,|0200226010|31.80|0.00|1.400|0.000,,,,,60,STAM390G,03,00,895.0,05,,,E-G,,,0.0,False,,2021-04-02 00:00:00,,,,,False,2021-04-02 08:51:01,id02,2023-10-31 13:42:09,id02,31.8,0.0,1.4,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,31.8 x 1.4,500.0,+0.5 mm*-0.5 mm,0
665,22,C07032,HONDA,|0200262901|22.20|0.00|1.200|0.000,GTA,K2ZA/K3AA,K3AV0-018-52,PIPE EXHAUST,29,SUS409L,01,01,338.0,05,,,E-G,,,0.0,False,,2021-07-03 00:00:00,E8|PIPE EXHAUST|K3AV0-018-52,,,,False,2021-07-03 15:51:44,ID02,2023-12-18 09:23:10,id02,22.2,0.0,1.2,Cold  Rolled Steel ,IBC,Brushing,22.2 x 1.2,0.0,,0
685,22,C07011,HONDA,|0200226010|31.80|0.00|1.600|0.000,NM3,,,,60,STAM390G,03,01,5900.0,08,,,E-G,,,0.0,False,,2021-08-20 00:00:00,,,,,False,2021-08-20 14:11:53,id06,2023-10-31 13:42:58,id02,31.8,0.0,1.6,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),31.8 x 1.6,91.0,+15.0mm*-0.0 mm,0
323,22,C07029,HONDA,|0200226010|42.70|0.00|2.000|0.000,INT,,,,60,STAM390G,03,01,5870.0,08,,,E-G,,,0.0,True,,2021-01-13 00:00:00,,,,,False,2021-01-13 08:38:50,id12,2023-11-03 08:49:46,id02,42.7,0.0,2.0,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),42.7 x 2.0,61.0,-0.0 mm*+15.0 mm,0
267,22,C07031,HONDA,|0200236041|19.10|0.00|1.200|0.000,ANH TRANG,K2CA,,,60,STAM390G,01,00,5510.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,E8||,,,,False,2021-01-12 11:04:50,id12,2023-11-20 14:58:11,id02,19.1,0.0,1.2,Cold  Rolled Steel ,NBC,Piping(Pre-End),19.1 x 1.2,217.0,+15.0 mm*-0.0 mm,0
248,22,C07005,YAMAHA,|0200230120|35.00|0.00|1.200|0.000,SHVN,,,,01,STKM11A,01,00,5800.0,08,,,E-G,,,0.0,False,,2021-01-12 00:00:00,,,,,False,2021-01-12 10:17:23,id12,2023-10-27 14:43:50,id02,35.0,0.0,1.2,Cold  Rolled Steel ,NBC,Piping(Pre-End),35 x 1.2,91.0,+15.0 mm*-0.0 mm,0
93,22,C07038,TTVN,|0200220810|25.40|0.00|1.600|0.000,XH,,,,08,STKM13A,03,00,740.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-08-02 11:05:42,id02,25.4,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 1.6,500.0,+0.5 mm*-0.5 mm,0
94,22,C07002,YAMAHA,|0200226240|25.40|0.00|2.300|0.000, PS1 ,,1XD-F2155-00-000Y, PIPE ,62,STKMHT590,03,00,696.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:32,id02,25.4,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 2.3,250.0,-0.5mm*+0.5mm,0
22,22,C07001,HONDA,|0200226010|25.40|0.00|3.200|0.000, NL03 ,K1NA/K1NF,B162543205100,,60,STAM390G,03,01,5100.0,08,,,E-G,,,0.0,False,,2020-12-01 00:00:00,E8||B162543205100,,,,False,2020-12-01 00:00:00,7777,2023-11-30 09:31:12,ID02,25.4,0.0,3.2,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),25.4 x 3.2,91.0,+15.0 mm*-0.0 mm,0
23,23,C07001,VINFAST,|0200226010|32.00|32.00|2.300|0.000, NL03 ,,C2B3203202302,,60,STAM390G,03,01,5500.0,04,,,E-G,,,0.0,False,,2020-12-01 00:00:00,E8||C2B3203202302,,,,False,2020-12-01 00:00:00,7777,2023-11-30 09:31:12,ID02,32.0,32.0,2.3,"Pickled and Oiled,Hot rolled steel",IBC,As Cut,32 x 32 x 2.3,81.0,+15 mm*-0.0 mm,0
95,23,C07002,YAMAHA,|0200226240|35.00|0.00|2.600|0.000, PS1 ,,1XD-F218Y-00-000Y," PIPE, ARM 1 ",62,STKMHT590,03,00,765.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:32,id02,35.0,0.0,2.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,35 x 2.6,150.0,+0.5 mm*-0.5 mm,0
268,23,C07031,HONDA,|0200226010|34.00|0.00|2.600|0.000,MINH TUNG,,,,60,STAM390G,03,01,5850.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:04:50,id12,2023-11-20 14:58:11,id02,34.0,0.0,2.6,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),34 x 2.6,61.0,+15.0 mm*-0.0 mm,0
324,23,C07029,HONDA,|0200236041|22.20|0.00|1.200|0.000,INT,,,,60,STAM390G,01,00,5480.0,08,,,E-G,,,0.0,False,,2021-01-13 00:00:00,E8||,,,,False,2021-01-13 08:38:50,id12,2023-11-03 08:49:46,id02,22.2,0.0,1.2,Cold  Rolled Steel ,NBC,Piping(Pre-End),22.2 x 1.2,169.0,+15 mm*-0.0 mm,0
686,23,C07011,VINFAST,|0200226010|15.90|0.00|1.600|0.000,NM3,,,,60,STAM390G,03,00,5800.0,08,,,E-G,,,0.0,True,,2021-08-20 00:00:00,,,,,False,2021-08-20 14:11:53,id06,2023-10-31 13:42:58,id02,15.9,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),15.9 x 1.6,217.0,+15.0 mm*-0.0 mm,0
352,23,C07005,YAMAHA,|0200220139|22.20|0.00|1.600|0.000,SHVN,,,,01,STKM11A,03,01,6000.0,08,,,E-G,,,0.0,False,,2021-01-15 00:00:00,,,,,False,2021-01-15 10:39:26,id12,2023-10-27 14:43:50,id02,22.2,0.0,1.6,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),22.2 x 1.6,169.0,+15.0 mm*-0.0 mm,0
748,23,C07032,VINFAST,|0200225939|19.10|0.00|2.300|0.000,GTA,,FRA00009557-AA,CARRIER,59,STAM290GA,03,00,852.0,05,,,E-G,,,0.0,True,,2022-06-20 00:00:00,E8|CARRIER|FRA00009557-AA,,,,False,2022-06-20 09:31:06,id02,2023-12-18 09:23:10,id02,19.1,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,19.1 x 2.3,300.0,+0.5 mm*-0.5 mm,0
889,23,C07295,OTHER,|0200226240|28.60|0.00|1.600|0.000,,,,,62,STKMHT590,03,00,5903.0,08,,,E-G,,,0.0,False,,2023-10-31 00:00:00,E8||,,,,False,2023-10-31 13:21:49,id02,2023-10-31 13:42:09,id02,28.6,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),28.6 x 1.6,217.0,+ 0.0 mm*+15.0 mm,0
805,24,C07032,HONDA,|0200262901|22.20|0.00|1.200|0.000,GTA,,K27V0-018-52,PIPE EXHAUST,29,SUS409L,01,01,510.0,05,,,E-G,,,0.0,False,,2023-03-22 00:00:00,E8|PIPE EXHAUST|K27V0-018-52,,,,False,2023-03-22 10:54:31,id02,2023-12-18 09:23:10,id02,22.2,0.0,1.2,Cold  Rolled Steel ,IBC,Brushing,22.2 x 1.2,500.0,-0.5mm*+0.5mm,0
442,24,C07005,YAMAHA,|0200226240|25.40|0.00|2.000|0.000,SHVN,,,,62,STKMHT590,03,00,5400.0,08,,,E-G,,,0.0,False,,2021-02-27 00:00:00,,,,*,False,2021-02-27 13:49:23,id12,2023-10-27 14:43:50,id02,25.4,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),25.4 x 2.0,127.0,+15.0 mm*-0.0 mm,0
699,24,C07011,VINFAST,|0200226010|19.10|0.00|2.000|0.000,NM3,,,,60,STAM390G,03,00,5700.0,08,,,E-G,,,0.0,False,,2021-12-03 00:00:00,E8||,,,,False,2021-12-03 10:06:37,id06,2023-10-31 13:42:58,id02,19.1,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),19.1 x 2.0,271.0,-0.0 mm*+15.0 mm,0
325,24,C07029,HONDA,|0200236041|22.20|0.00|1.200|0.000,INT,,,,60,STAM390G,01,00,5855.0,08,,,E-G,,,0.0,True,,2021-01-13 00:00:00,,,,,False,2021-01-13 08:38:50,id12,2023-11-03 08:49:46,id02,22.2,0.0,1.2,Cold  Rolled Steel ,NBC,Piping(Pre-End),22.2 x 1.2,217.0,+15 mm*-0.0 mm,0
269,24,C07031,HONDA,|0200226010|25.40|0.00|3.200|0.000,SPUTNIK,,,,60,STAM390G,03,00,5600.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:04:50,id12,2023-11-20 14:58:11,id02,25.4,0.0,3.2,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),25.4 x 3.2,91.0,+15.0 mm*-0.0 mm,0
96,24,C07038,TTVN,|0200226640|25.40|0.00|2.300|0.000,XH,,,,66,STKM17AM,03,00,972.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-08-02 11:05:42,id02,25.4,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 2.3,500.0,+0.5 mm*-0.5 mm,0
