ID,ItemNo,CUSTOMER_CODE,CUSTOMER_GROUP,ITEM_CODE,DLV_PLACE,Model,PartNo,PartName,MaterialCode,MaterialName,SURFACE_CODE,COLOR_CODE,LENGTH,PROCESSING_CODE,SpecialReq,Commodity,SymbolItem,QualityInf,Other,Rate,HideInCUS030,ReqForDLV,ModifyDate,QRCodeInfo1,QRCodeCus,ApplyDate_QRCode,INV_DV,LockItem,INPUT_DATE,INPUT_PERSON,MODIFY_DATE,MODIFY_PERSON,DIAMETER1,DIAMETER2,THICKNESS,SurfaceName,ColorName,ProcessName,Size,QUANTITY,TOLERANCE,isUsed
590,39,C07029,HONDA,|0200226010|22.20|0.00|2.000|0.000,INT,K90J,128.1,,60,STAM390G,03,00,6310.0,08,,,E-G,,,0.0,True,,2021-03-30 00:00:00,,,,,False,2021-03-30 15:45:43,id03,2023-11-03 08:49:47,id02,22.2,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),22.2 x 2.0,169.0,-0.0 mm*+15 mm,0
591,40,C07029,HONDA,|0200226010|22.20|0.00|2.000|0.000,INT,K0RA,128.2,,60,STAM390G,03,00,6410.0,08,,,E-G,,,0.0,False,,2021-03-30 00:00:00,,,,,False,2021-03-30 15:45:43,id03,2023-11-03 08:49:47,id02,22.2,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),22.2 x 2.0,169.0,-0.0 mm*+15 mm,0
519,40,C07038,VINFAST,|0200220810|31.80|0.00|2.000|0.000,XH,,,,08,STKM13A,03,00,6000.0,08,,,E-G,,,0.0,False,,2021-02-27 00:00:00,,,,,False,2021-02-27 16:50:05,id12,2023-08-02 11:05:44,id02,31.8,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),31.8 x 2.0,169.0,+15.0mm*+0.0 mm,0
495,40,C07031,HONDA,|0200220139|31.80|0.00|2.000|0.000,VIET TRI,,,,01,STKM11A,03,00,6475.0,08,,,E-G,,,0.0,True,,2021-02-27 00:00:00,,,,,False,2021-02-27 16:15:48,id12,2023-11-20 14:58:13,id02,31.8,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),31.8 x 2.0,169.0,+15.0 mm*-0.0 mm,0
231,40,C07001,HONDA,|0200226010|48.60|0.00|3.500|0.000,NLX5,,,,60,STAM390G,03,01,5500.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,,,,,False,2021-01-12 09:45:13,id12,2023-11-30 09:31:13,ID02,48.6,0.0,3.5,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),48.6 x 3.5,44.0,- 0.0 mm*+ 15 mm,0
123,40,C07002,YAMAHA,|0200226240|31.80|0.00|3.200|0.000, PS1 ,,2HC-F3562-00-000Y, ARM FR 1 ,62,STKMHT590,03,00,481.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:33,id02,31.8,0.0,3.2,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,31.8 x 3.2,300.0,+0.5 mm*-0.5 mm,0
124,41,C07002,YAMAHA,|0200226240|31.80|0.00|3.200|0.000, PS1 ,,2HC-F3563-00-000Y, ARM FR 3 ,62,STKMHT590,03,00,469.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:33,id02,31.8,0.0,3.2,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,31.8 x 3.2,300.0,+0.5 mm*-0.5 mm,0
520,41,C07038,TTVN,|0200226010|15.90|0.00|2.000|0.000,XH,,,,60,STAM390G,03,00,5300.0,08,,,E-G,,,0.0,False,,2021-02-27 00:00:00,,,,,False,2021-02-27 16:50:05,id12,2023-08-02 11:05:44,id02,15.9,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),15.9 x 2.0,271.0,+0.0 mm*+15.0 mm,0
353,41,C07001,VINFAST,|0200226540|50.00|30.00|2.300|0.000,NL1,,,,65,STKMRHT590,03,01,5700.0,04,,,E-G,,,0.0,True,,2021-01-15 00:00:00,,,,,False,2021-01-15 13:17:14,id12,2023-11-30 09:31:14,ID02,50.0,30.0,2.3,"Pickled and Oiled,Hot rolled steel",IBC,As Cut,50 x 30 x 2.3,60.0,+15.0 mm*-1.0 mm,0
592,41,C07029,HONDA,|0200226010|22.20|0.00|2.000|0.000,INT,K1FA,128.3,,60,STAM390G,03,00,6276.0,08,,,E-G,,,0.0,True,,2021-03-30 00:00:00,,,,,False,2021-03-30 15:45:43,id03,2023-11-03 08:49:47,id02,22.2,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),22.2 x 2.0,169.0,-0.0 mm*+15 mm,0
593,42,C07029,HONDA,|0200226010|25.40|0.00|1.400|0.000,INT,K12,84,,60,STAM390G,03,01,6310.0,08,,,E-G,,,0.0,True,,2021-03-30 00:00:00,,,,,False,2021-03-30 15:45:43,id03,2023-11-03 08:49:48,id02,25.4,0.0,1.4,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),25.4 x 1.4,169.0,- 0.0 mm*+ 15.0 mm,0
712,42,C07038,TTVN,|0200230841|12.70|0.00|1.200|0.000,TBHN,,,,08,STKM13A,01,00,963.5,05,,,E-G,,,0.0,False,,2022-01-28 00:00:00,E8||,,,,False,2022-01-28 09:51:06,ID02,2023-08-02 11:05:44,id02,12.7,0.0,1.2,Cold  Rolled Steel ,NBC,Brushing,12.7 x 1.2,0.0,,0
497,42,C07031,HONDA,|0200226010|19.10|0.00|1.600|0.000,,,,,60,STAM390G,03,00,5600.0,08,,,E-G,,,0.0,True,,2021-02-27 00:00:00,,,,,False,2021-02-27 16:15:48,id12,2023-11-20 14:58:13,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),19.1 x 1.6,169.0,-0.0 mm*+15.0 mm,0
125,42,C07002,YAMAHA,|0200226240|28.60|0.00|2.300|0.000, PS1 ,,2HC-F3564-00-000Y, ARM FR 3 ,62,STKMHT590,03,00,435.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:33,id02,28.6,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.3,500.0,+0.5 mm*-0.5 mm,0
361,42,C07001,VINFAST,|0200226010|40.00|25.00|2.000|0.000,NL1,,,,60,STAM390G,03,00,5600.0,04,,,E-G,,,0.0,True,,2021-02-26 00:00:00,,,,,False,2021-02-26 08:56:09,id12,2023-11-30 09:31:14,ID02,40.0,25.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,As Cut,40 x 25 x 2.0,72.0,+15.0 mm*+0.0 mm,0
362,43,C07001,HONG KONG,|0200226010|48.60|0.00|2.600|0.000,NL1,,,,60,STAM390G,03,00,5300.0,08,,,E-G,,,0.0,True,,2021-02-26 00:00:00,,,,,False,2021-02-26 10:35:33,id12,2023-11-30 09:31:14,ID02,48.6,0.0,2.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),48.6 x 2.6,44.0,+15.0 mm*-0.0 mm,0
126,43,C07002,YAMAHA,|0200226117|19.10|0.00|2.000|0.000, PS1 ,,2HC-F3871-00-000Y, GATE STREERING ,61,STKMHT490,03,00,570.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:33,id02,19.1,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,19.1 x 2.0,250.0,+ 0.5mm*- 0.5mm,0
498,43,C07031,HONDA,|0200236041|19.10|0.00|1.200|0.000,ANH TRANG ,,,,60,STAM390G,01,00,5510.0,08,,,E-G,,,0.0,False,,2021-02-27 00:00:00,E8||,,,,False,2021-02-27 16:15:48,id12,2023-11-20 14:58:13,id02,19.1,0.0,1.2,Cold  Rolled Steel ,NBC,Piping(Pre-End),19.1 x 1.2,217.0,+15.0 mm*-0.0 mm,0
716,43,C07038,TTVN,|0200220810|25.40|0.00|1.600|0.000,XH,,,,08,STKM13A,03,00,590.0,05,,,E-G,,,0.0,False,,2022-03-04 00:00:00,E8||,,,,False,2022-03-04 16:01:21,id02,2023-08-02 11:05:44,id02,25.4,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 1.6,400.0,+0.5 mm*-0.5 mm,0
594,43,C07029,HONDA,|0200226010|25.40|0.00|1.400|0.000,INT,K1YA/K1ZA,84.1,,60,STAM390G,03,00,6375.0,08,,,E-G,,,0.0,True,,2021-03-30 00:00:00,,,,,False,2021-03-30 15:45:43,id03,2023-11-03 08:49:48,id02,25.4,0.0,1.4,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),25.4 x 1.4,169.0,- 0.0 mm*+ 15.0 mm,0
595,44,C07029,HONDA,|0200226010|25.40|0.00|1.600|0.000,INT,,,,60,STAM390G,03,00,6310.0,08,,,E-G,,,0.0,True,,2021-03-30 00:00:00,,,,,False,2021-03-30 15:45:43,id03,2023-11-03 08:49:48,id02,25.4,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),25.4 x 1.6,271.0,-0.0 mm*+15.0 mm,0
580,44,C07001,OTHER,|0200226010|42.70|0.00|3.200|0.000,,HONG KONG,,,60,STAM390G,03,01,5300.0,08,,,E-G,,,0.0,True,,2021-03-20 00:00:00,,,,,False,2021-03-20 14:34:01,id12,2023-11-30 09:31:14,ID02,42.7,0.0,3.2,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),42.7 x 3.2,44.0,+15.0 mm*-0.0 mm,0
717,44,C07038,TTVN,|0200230841|25.40|0.00|1.200|0.000,XH,,,,08,STKM13A,01,00,1271.0,05,,,E-G,,,0.0,False,,2022-03-04 00:00:00,E8||,,,,False,2022-03-04 16:01:21,id02,2023-08-02 11:05:44,id02,25.4,0.0,1.2,Cold  Rolled Steel ,NBC,Brushing,25.4 x 1.2,500.0,+0.7 mm * -0.7 mm,0
499,44,C07031,HONDA,|0200226010|42.70|0.00|2.000|0.000,,,,,60,STAM390G,03,00,6078.0,08,,,E-G,,,0.0,False,,2021-02-27 00:00:00,,,,,False,2021-02-27 16:15:49,id12,2023-11-20 14:58:13,id02,42.7,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),42.7 x 2.0,127.0,-0.0 mm*+15.0 mm,0
127,44,c07002,YAMAHA,|0200226240|19.10|0.00|1.600|0.000, PS1 ,,2LS-F3371-00-000Y," ARM, 1 ",62,STKMHT590,03,00,296.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:33,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,19.1 x 1.6,0.0,,0
128,45,C07002,YAMAHA,|0200226240|19.10|0.00|1.600|0.000, PS1 ,,2LS-F3543-00-000Y," ARM, 1 ",62,STKMHT590,03,00,306.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:34,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,19.1 x 1.6,0.0,,0
500,45,C07031,HONDA,|0200225939|19.10|0.00|2.300|0.000,,,,,59,STAM290GA,03,00,5500.0,08,,,E-G,,,0.0,False,,2021-02-27 00:00:00,,,,,False,2021-02-27 16:15:49,id12,2023-11-20 14:58:13,id02,19.1,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),19.1 x 2.3,169.0,-0.0 mm*+15.0 mm,0
718,45,C07038,TTVN,|0200220810|22.20|0.00|2.000|0.000,XH,,,,08,STKM13A,03,00,416.0,05,,,E-G,,,0.0,False,,2022-03-04 00:00:00,E8||,,,,False,2022-03-04 16:01:21,id02,2023-08-02 11:05:44,id02,22.2,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,22.2 x 2.0,500.0,+0.5 mm*-0.5 mm,0
596,45,C07029,HONDA,|0200226010|31.80|0.00|2.600|0.000,INT,K56,216,,60,STAM390G,03,00,6122.0,08,,,E-G,,,0.0,False,,2021-03-30 00:00:00,,,,,False,2021-03-30 15:45:43,id03,2023-11-03 08:49:48,id02,31.8,0.0,2.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),31.8 x 2.6,169.0,-0.0 mm*+15 mm,0
585,45,C07001,VINFAST,|0200220810|34.00|0.00|2.600|0.000,NL03,,,,08,STKM13A,03,01,1290.0,05,,,E-G,,,0.0,True,,2021-03-30 00:00:00,,,,,False,2021-03-30 10:11:46,id02,2023-11-30 09:31:14,ID02,34.0,0.0,2.6,"Pickled and Oiled,Hot rolled steel",IBC,Brushing,34 x 2.6,250.0,+1.0mm*-1.0 mm,0
608,46,C07001,VINFAST,|0200226010|42.70|0.00|2.000|0.000,NL03,,,,60,STAM390G,03,01,5700.0,08,,,E-G,,,0.0,True,,2021-03-30 00:00:00,,,,,False,2021-03-30 15:57:48,id03,2023-11-30 09:31:14,ID02,42.7,0.0,2.0,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),42.7 x 2.0,61.0,-0.0 mm*+15.0 mm,0
597,46,C07029,HONDA,|0200226010|31.80|0.00|1.400|0.000,INT,K0RA,224,,60,STAM390G,03,00,6300.0,08,,,E-G,,,0.0,False,,2021-03-30 00:00:00,,,,,False,2021-03-30 15:45:43,id03,2023-11-03 08:49:48,id02,31.8,0.0,1.4,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),31.8 x 1.4,169.0,-0.0 mm*+15.0 mm,0
560,46,C07031,HONDA,|0200226010|42.70|0.00|2.000|0.000,VIET TRI,,,,60,STAM390G,03,01,860.0,05,,,E-G,,,0.0,False,,2021-03-01 00:00:00,,,,*,False,2021-03-01 13:47:07,id12,2023-11-20 14:58:13,id02,42.7,0.0,2.0,"Pickled and Oiled,Hot rolled steel",IBC,Brushing,42.7 x 2.0,160.0,+0.5 mm*- 0.5 mm,0
129,46,C07002,YAMAHA,|0200226240|25.40|0.00|2.300|0.000, PS1 ,,2MB-F2155-00-000Y, PIPE ,62,STKMHT590,03,00,523.0,05,,,E-G,,,0.0,True,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:34,id02,25.4,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 2.3,250.0,-0.5mm*+0.5mm,0
739,46,C07038,TTVN,|0200220810|25.40|0.00|1.600|0.000,TBHN,,,,08,STKM13A,03,00,1000.0,05,,,E-G,,,0.0,False,,2022-05-24 00:00:00,E8||,,,,False,2022-05-24 09:47:15,id02,2023-08-02 11:05:44,id02,25.4,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 1.6,200.0,+0.7 mm*-0.7 mm,0
742,47,C07038,VINFAST,|0200220810|22.20|0.00|1.600|0.000,XH,,,,08,STKM13A,03,00,6400.0,08,,,E-G,,,0.0,False,,2022-06-08 00:00:00,E8||,,,,False,2022-06-08 13:03:13,id02,2023-08-02 11:05:44,id02,22.2,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),22.2 x 1.6,0.0,,0
84,47,C07031,HONDA,|0200226010|42.70|0.00|2.000|0.000,VIET TRI,,,,60,STAM390G,03,01,860.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-20 14:58:14,id02,42.7,0.0,2.0,"Pickled and Oiled,Hot rolled steel",IBC,Brushing,42.7 x 2.0,160.0,+0.5 mm*- 0.5 mm,0
598,47,C07029,HONDA,|0200226010|42.70|0.00|2.000|0.000,INT,,,,60,STAM390G,03,01,6078.0,08,,,E-G,,,0.0,False,,2021-03-30 00:00:00,E8||,,,,False,2021-03-30 15:45:43,id03,2023-11-03 08:49:48,id02,42.7,0.0,2.0,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),42.7 x 2.0,127.0,-0.0 mm*+15.0 mm,0
617,47,C07001,ARCTIC CAT,|0200220810|31.80|0.00|1.600|0.000,NL03,,,,08,STKM13A,03,00,5500.0,08,,,E-G,,,0.0,True,,2021-04-03 00:00:00,,,,,False,2021-04-03 08:19:32,id02,2023-11-30 09:31:14,ID02,31.8,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),31.8 x 1.6,127.0,-0.0 mm*+15 mm,0
398,47,C07002,YAMAHA,|0200226240|35.00|0.00|2.600|0.000,,,,,62,STKMHT590,03,00,938.0,05,,,E-G,,,0.0,True,,2021-02-26 00:00:00,,,,,False,2021-02-26 14:46:13,id12,2023-11-14 16:27:34,id02,35.0,0.0,2.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,35 x 2.6,150.0,+0.5 mm*-0.5 mm,0
618,48,C07001,ARCTIC CAT,|0200220810|31.80|0.00|1.600|0.000,NL03,,,,08,STKM13A,03,00,5600.0,08,,,E-G,,,0.0,True,,2021-04-03 00:00:00,,,,,False,2021-04-03 08:19:32,id02,2023-11-30 09:31:14,ID02,31.8,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),31.8 x 1.6,127.0,-0.0 mm*+15 mm,0
599,48,C07029,HONDA,|0200236041|28.60|0.00|1.200|0.000,INT,K1NA,187,,60,STAM390G,01,00,6200.0,08,,,E-G,,,0.0,False,,2021-03-30 00:00:00,,,,,False,2021-03-30 15:45:43,id03,2023-11-03 08:49:48,id02,28.6,0.0,1.2,Cold  Rolled Steel ,NBC,Piping(Pre-End),28.6 x 1.2,217.0,+15.0 mm*-0.0 mm,0
80,48,C07031,HONDA,|0200226010|42.70|0.00|1.600|0.000,VIET TRI,K12K,A,,60,STAM390G,03,01,845.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-20 14:58:14,id02,42.7,0.0,1.6,"Pickled and Oiled,Hot rolled steel",IBC,Brushing,42.7 x 1.6,160.0,-0.5mm*+0.5mm,0
130,48,C07002,YAMAHA,|0200226240|25.40|0.00|2.300|0.000, PS1 ,,2MB-F254C-00-000Y, PIPE ,62,STKMHT590,03,00,389.0,05,,,E-G,,,0.0,True,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:34,id02,25.4,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 2.3,250.0,-0.5mm*+0.5mm,0
744,48,C07038,TTVN,|0200220810|25.40|0.00|1.400|0.000,TBHN,,79114-X7V13,DH-072,08,STKM13A,03,00,418.1,05,,,E-G,,,0.0,False,,2022-06-14 00:00:00,E8|DH-072|79114-X7V13,E8|DH-072|79114-X7V13|50.0||VietNam|D60B-RR|||Pcs||LCL|TTVN (SUNCO)||1|null|null|null|VN|,2022-12-26,,False,2022-06-14 08:27:34,id02,2023-08-02 11:05:44,id02,25.4,0.0,1.4,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 1.4,50.0,+0.0 mm*-1.0 mm,0
745,49,C07038,TTVN,|0200220810|25.40|0.00|1.400|0.000,TBHN,,79114-X7V11,DH-073,08,STKM13A,03,00,617.8,05,,,E-G,,,0.0,False,,2022-06-14 00:00:00,E8|DH-073|79114-X7V11,E8|DH-073|79114-X7V11|200.0||VietNam|D60B-RR|||Pcs||LCL|TTVN (SUNCO)||1|null|null|null|VN|,2022-12-26,,False,2022-06-14 08:27:34,id02,2023-08-02 11:05:44,id02,25.4,0.0,1.4,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 1.4,200.0,+0.0 mm*-1.0 mm,0
131,49,C07002,YAMAHA,|0200226240|28.60|0.00|2.300|0.000, PS1 ,,2MB-F3562-00-000Y," ARM, FR. 1 ",62,STKMHT590,03,00,401.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:34,id02,28.6,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.3,0.0,,0
600,49,C07029,HONDA,|0200226010|19.10|0.00|1.600|0.000,INT,K2CA,2,,60,STAM390G,03,00,6175.0,08,,,E-G,,,0.0,False,,2021-03-30 00:00:00,,,,,False,2021-03-30 15:45:43,id03,2023-11-03 08:49:48,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),19.1 x 1.6,271.0,-0.0 mm*+15.0 mm,0
559,49,C07031,HONDA,|0200226010|42.70|0.00|1.600|0.000,VIET TRI,K12K,B,,60,STAM390G,03,01,845.0,05,,,E-G,,,0.0,False,,2021-03-01 00:00:00,,,,,False,2021-03-01 13:47:07,id12,2023-11-20 14:58:15,id02,42.7,0.0,1.6,"Pickled and Oiled,Hot rolled steel",IBC,Brushing,42.7 x 1.6,160.0,-0.5mm*+0.5mm,0
619,49,C07001,ARCTIC CAT,|0200220810|31.80|0.00|1.600|0.000,NL03,,,,08,STKM13A,03,00,5700.0,08,,,E-G,,,0.0,True,,2021-04-03 00:00:00,,,,,False,2021-04-03 08:19:32,id02,2023-11-30 09:31:14,ID02,31.8,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),31.8 x 1.6,127.0,-0.0 mm*+15 mm,0
620,50,C07001,ARCTIC CAT,|0200220810|31.80|0.00|1.600|0.000,NL03,,,,08,STKM13A,03,00,5900.0,08,,,E-G,,,0.0,True,,2021-04-03 00:00:00,,,,,False,2021-04-03 08:19:32,id02,2023-11-30 09:31:14,ID02,31.8,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),31.8 x 1.6,127.0,-0.0 mm*+15 mm,0
601,50,C07029,HONDA,|0200236041|22.20|0.00|1.200|0.000,INT,K2CA,202,,60,STAM390G,01,00,6290.0,08,,,E-G,,,0.0,False,,2021-03-30 00:00:00,,,,,False,2021-03-30 15:45:43,id03,2023-11-03 08:49:48,id02,22.2,0.0,1.2,Cold  Rolled Steel ,NBC,Piping(Pre-End),22.2 x 1.2,217.0,+15 mm*-0.0 mm,0
557,50,C07031,HONDA,|0200226010|22.20|0.00|2.000|0.000,ANH TRANG,K2ZA/K3AA,,,60,STAM390G,03,01,5340.0,08,,,E-G,,,0.0,False,,2021-03-01 00:00:00,E8||,,,,False,2021-03-01 13:47:07,id12,2023-11-20 14:58:15,id02,22.2,0.0,2.0,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),22.2 x 2.0,127.0,-0.0 mm*+15 mm,0
132,50,C07002,YAMAHA,|0200220810|25.40|0.00|2.000|0.000, PS1 ,,2ND-F111J-00-000Y," MBR., SIDE 1 ",08,STKM13A,03,00,369.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:34,id02,25.4,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 2.0,25.0,+0.5 mm*-0.5 mm,0
746,50,C07038,TTVN,|0200221042|25.40|0.00|1.600|0.000,TBHN,,71256-X7V09,DH-074,10,STKM-550,03,00,632.7,05,,,E-G,,,0.0,False,,2022-06-14 00:00:00,E8|DH-074|71256-X7V09,E8|DH-074|71256-X7V09|200.0||VietNam|D60B-RR|||Pcs||LCL|TTVN (SUNCO)||1|null|null|null|VN|,2022-12-26,,False,2022-06-14 08:27:34,id02,2023-08-02 11:05:45,id02,25.4,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 1.6,200.0,-0.0 mm*+1.0 mm,0
747,51,C07038,TTVN,|0200231043|25.40|0.00|1.200|0.000,TBHN,,71256-X7V11,DH-075,10,STKM-550,01,00,399.9,05,,,E-G,,,0.0,False,,2022-06-14 00:00:00,E8|DH-075|71256-X7V11,E8|DH-075|71256-X7V11|50.0||VietNam|D60B-RR|||Pcs||LCL|TTVN (SUNCO)||1|null|null|null|VN|,2022-12-26,,False,2022-06-14 08:27:34,id02,2023-08-02 11:05:45,id02,25.4,0.0,1.2,Cold  Rolled Steel ,NBC,Brushing,25.4 x 1.2,50.0,-0.0 mm*+1.0 mm,0
133,51,C07002,YAMAHA,|0200220139|15.90|0.00|1.600|0.000, PS1 ,,2ND-F119A-00-000Y," PIPE,CROSS 6 ",01,STKM11A,03,00,87.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:34,id02,15.9,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,15.9 x 1.6,0.0,,0
262,51,C07031,HONDA,|0200226010|42.70|0.00|1.400|0.000,SPUTNIK,K0RA-SP,,,60,STAM390G,03,01,5420.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:04:50,id12,2023-11-20 14:58:15,id02,42.7,0.0,1.4,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),42.7 x 1.4,59.0,-0.0 mm*+15.0 mm,0
602,51,C07029,HONDA,|0200236041|22.20|0.00|1.200|0.000,INT,,,,60,STAM390G,01,00,6360.0,08,,,E-G,,,0.0,True,,2021-03-30 00:00:00,E8||,,,,False,2021-03-30 15:45:43,id03,2023-11-03 08:49:48,id02,22.2,0.0,1.2,Cold  Rolled Steel ,NBC,Piping(Pre-End),22.2 x 1.2,217.0,+15 mm*-0.0 mm,0
621,51,C07001,PIAGIO VN,|0200226010|45.00|0.00|2.000|0.000,NL03,,,,60,STAM390G,03,00,4900.0,08,,,E-G,,,0.0,True,,2021-04-03 00:00:00,,,,,False,2021-04-03 08:19:32,id02,2023-11-30 09:31:14,ID02,45.0,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),45 x 2.0,61.0,+15.0 mm*-0.0 mm,0
634,52,C07001,VINFAST,|0200220810|60.50|0.00|2.600|0.000,NL03,,,,08,STKM13A,03,00,5000.0,08,,,E-G,,,0.0,False,,2021-04-26 00:00:00,E8||,,,,False,2021-04-26 13:33:54,ID02,2023-11-30 09:31:14,ID02,60.5,0.0,2.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),60.5 x 2.6,37.0,-0.0 mm *+15.0 mm,0
603,52,C07029,HONDA,|0200236041|22.20|0.00|1.200|0.000,INT,K2CA,202.1,,60,STAM390G,01,00,6020.0,08,,,E-G,,,0.0,False,,2021-03-30 00:00:00,,,,,False,2021-03-30 15:45:43,id03,2023-11-03 08:49:48,id02,22.2,0.0,1.2,Cold  Rolled Steel ,NBC,Piping(Pre-End),22.2 x 1.2,217.0,+15 mm*-0.0 mm,0
555,52,C07031,HONDA,|0200226010|22.20|0.00|1.600|0.000,VIET TRI,VT,,,60,STAM390G,03,00,5900.0,08,,,E-G,,,0.0,False,,2021-03-01 00:00:00,,,,*,False,2021-03-01 13:47:07,id12,2023-11-20 14:58:15,id02,22.2,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),22.2 x 1.6,169.0,-0.0 mm*+15.0 mm,0
134,52,C07002,YAMAHA,|0200220810|19.10|0.00|1.600|0.000, PS1 ,,2ND-F119X-00-000Y," PIPE,1 ",08,STKM13A,03,00,148.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:34,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,19.1 x 1.6,0.0,,0
