ParentItemCode,ParentThickness2,ParentLength,ChildItemCode,ChildThickness2,ChildLength,ParentQty,ProcessCode,Main_Material
|0101022000|0.00|0.00|0.000|148.500,2.6,0.0,"|0101022000|0.00|0.00|0.000|1,075.000",2.5,0.0,1.0,PS,1
|0200226010|22.20|0.00|2.000|0.000,0.0,5610.0,|0101021700|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200226117|22.20|0.00|2.300|0.000,0.0,5704.0,|0101021400|0.00|0.00|0.000|66.000,2.3,0.0,1.0,CO,
|0200226117|22.20|0.00|2.300|0.000,0.0,331.0,|0200226117|22.20|0.00|2.300|0.000,0.0,5704.0,17.0,CM,
|0101022000|0.00|0.00|0.000|56.500,2.3,0.0,"|0101022000|0.00|0.00|0.000|1,050.000",2.2,0.0,1.0,PS,1
|0101022000|0.00|0.00|0.000|56.500,2.3,0.0,|0101022000|0.00|0.00|0.000|116.000,2.3,0.0,1.0,PS,
|0101022000|0.00|0.00|0.000|56.500,2.3,0.0,|0101022000|0.00|0.00|0.000|66.000,2.3,0.0,1.0,PS,
|0200226117|19.10|0.00|2.000|0.000,0.0,275.5,|0200226117|19.10|0.00|2.000|0.000,0.0,5179.0,18.0,CT,
|0200220810|38.10|0.00|2.000|0.000,0.0,531.0,|0200226010|38.10|0.00|2.000|0.000,0.0,5508.0,10.0,CM,
|0200220139|29.40|0.00|3.200|0.000,0.0,41.7,|0200220139|29.40|0.00|3.200|0.000,0.0,6161.0,135.0,CT,
|0200220139|29.40|0.00|3.200|0.000,0.0,40.2,|0200220139|29.40|0.00|3.200|0.000,0.0,41.7,1.0,TO,
|0200225939|19.10|0.00|2.300|0.000,0.0,868.0,|0200225939|19.10|0.00|2.300|0.000,0.0,5500.0,6.0,CM,
|0101022600|0.00|0.00|0.000|118.000,1.6,0.0,|0101022600|0.00|0.00|0.000|940.000,1.55,0.0,1.0,PS,1
|0101022600|0.00|0.00|0.000|822.000,1.6,0.0,|0101022600|0.00|0.00|0.000|940.000,1.55,0.0,1.0,PS,1
|0200220126|42.70|0.00|3.500|0.000,0.0,287.5,|0200220126|42.70|0.00|3.500|0.000,0.0,5894.0,20.0,CT,
|0200220126|42.70|0.00|3.500|0.000,0.0,286.0,|0200220126|42.70|0.00|3.500|0.000,0.0,287.5,1.0,TO,
|0101022000|0.00|0.00|0.000|157.000,1.6,0.0,|0101022000|0.00|0.00|0.000|940.000,1.5,0.0,1.0,PS,1
|0101021400|0.00|0.00|0.000|48.500,1.6,0.0,|0101021400|0.00|0.00|0.000|727.000,1.6,0.0,1.0,PS,
|0101021400|0.00|0.00|0.000|48.500,1.6,0.0,|0101021400|0.00|0.00|0.000|940.000,1.55,0.0,1.0,PS,1
|0101021400|0.00|0.00|0.000|67.500,1.6,0.0,|0101021400|0.00|0.00|0.000|727.000,1.6,0.0,1.0,PS,
|0101021400|0.00|0.00|0.000|67.500,1.6,0.0,|0101021400|0.00|0.00|0.000|940.000,1.55,0.0,1.0,PS,1
|0101021400|0.00|0.00|0.000|66.000,2.3,0.0,|0101021400|0.00|0.00|0.000|975.000,2.2,0.0,1.0,PS,
|0101021400|0.00|0.00|0.000|66.000,2.3,0.0,|0101021400|0.00|0.00|0.000|976.000,2.2,0.0,1.0,PS,1
|0200226117|19.10|0.00|2.000|0.000,0.0,269.0,|0200226117|19.10|0.00|2.000|0.000,0.0,5771.0,21.0,CT,
|0200226240|19.10|0.00|1.600|0.000,0.0,1745.0,|0200226240|19.10|0.00|1.600|0.000,0.0,5731.0,3.0,CM,
|0200220810|22.20|0.00|1.400|0.000,0.0,2581.0,|0200226010|22.20|0.00|1.400|0.000,0.0,6150.0,2.0,CM,
|0200220810|48.60|0.00|2.600|0.000,0.0,563.0,|0200220810|48.60|0.00|2.600|0.000,0.0,6115.0,10.0,CM,
|0200220139|22.20|0.00|2.000|0.000,0.0,677.0,|0200220139|22.20|0.00|2.000|0.000,0.0,5723.0,8.0,CM,
|0101022500|0.00|0.00|0.000|58.000,1.6,0.0,|0101022500|0.00|0.00|0.000|750.000,1.55,0.0,1.0,PS,
|0101022500|0.00|0.00|0.000|58.000,1.6,0.0,|0101022500|0.00|0.00|0.000|800.000,1.55,0.0,1.0,PS,1
|0101022500|0.00|0.00|0.000|78.000,1.6,0.0,|0101022500|0.00|0.00|0.000|750.000,1.55,0.0,1.0,PS,
|0101022500|0.00|0.00|0.000|78.000,1.6,0.0,|0101022500|0.00|0.00|0.000|800.000,1.55,0.0,1.0,PS,1
|0101022500|0.00|0.00|0.000|87.500,1.6,0.0,|0101022500|0.00|0.00|0.000|750.000,1.55,0.0,1.0,PS,
|0101022500|0.00|0.00|0.000|87.500,1.6,0.0,|0101022500|0.00|0.00|0.000|800.000,1.55,0.0,1.0,PS,1
|0101022500|0.00|0.00|0.000|98.500,1.6,0.0,|0101022500|0.00|0.00|0.000|750.000,1.55,0.0,1.0,PS,
|0101022500|0.00|0.00|0.000|98.500,1.6,0.0,|0101022500|0.00|0.00|0.000|800.000,1.55,0.0,1.0,PS,1
|0200226010|19.10|0.00|1.600|0.000,0.0,143.0,|0200220810|19.10|0.00|1.600|0.000,0.0,6111.0,41.0,CT,
|0200220810|25.40|0.00|1.600|0.000,0.0,515.0,|0200220810|25.40|0.00|1.600|0.000,0.0,5763.0,11.0,CM,
|0200225939|15.90|0.00|2.000|0.000,0.0,425.0,|0200220139|15.90|0.00|2.000|0.000,0.0,6066.0,14.0,CM,
|0200220139|50.80|0.00|1.600|0.000,0.0,5716.0,|0101022000|0.00|0.00|0.000|157.000,1.6,0.0,1.0,CO,
|0200220139|50.80|0.00|1.600|0.000,0.0,630.0,|0200220139|50.80|0.00|1.600|0.000,0.0,5716.0,9.0,CM,
|0200226010|28.60|0.00|1.600|0.000,0.0,5540.0,|0101021700|0.00|0.00|0.000|87.500,1.6,0.0,1.0,CO,
|0200226117|28.60|0.00|2.000|0.000,0.0,5695.0,|0101021400|0.00|0.00|0.000|87.000,2.0,0.0,1.0,CO,
|0200226117|28.60|0.00|2.000|0.000,0.0,312.0,|0200226117|28.60|0.00|2.000|0.000,0.0,5695.0,18.0,CT,
|0200226117|28.60|0.00|2.000|0.000,0.0,1855.0,|0200226117|28.60|0.00|2.000|0.000,0.0,5695.0,3.0,CM,
|0200226117|28.60|0.00|2.000|0.000,0.0,6298.0,|0101021400|0.00|0.00|0.000|87.000,2.0,0.0,1.0,CO,
|0200226117|28.60|0.00|2.000|0.000,0.0,2075.0,|0200226117|28.60|0.00|2.000|0.000,0.0,6298.0,3.0,CM,
|0200220810|22.20|0.00|1.400|0.000,0.0,190.0,|0200226010|22.20|0.00|1.400|0.000,0.0,6150.0,31.0,CT,
|0200226010|28.60|0.00|2.000|0.000,0.0,330.0,|0200226010|28.60|0.00|2.000|0.000,0.0,6019.0,18.0,CM,
|0200226010|28.60|0.00|2.000|0.000,0.0,330.0,|0200226010|28.60|0.00|2.000|0.000,0.0,6019.0,18.0,CT,
|0200220139|28.60|0.00|2.600|0.000,0.0,141.5,|0200220139|28.60|0.00|2.600|0.000,0.0,176.0,1.0,CT,
|0200220139|28.60|0.00|2.600|0.000,0.0,140.0,|0200220139|28.60|0.00|2.600|0.000,0.0,141.5,1.0,TO,
|0101021700|0.00|0.00|0.000|88.500,1.4,0.0,"|0101021700|0.00|0.00|0.000|1,000.000",1.35,0.0,1.0,PS,1
|0200230841|25.40|0.00|1.200|0.000,0.0,416.6,|0200230841|25.40|0.00|1.200|0.000,0.0,5995.0,14.0,CM,
|0200236211|17.30|0.00|1.200|0.000,0.0,5897.0,|0101031100|0.00|0.00|0.000|54.000,1.2,0.0,1.0,CO,
|0200236211|17.30|0.00|1.200|0.000,0.0,830.0,|0200236211|17.30|0.00|1.200|0.000,0.0,5897.0,7.0,CM,
|0200226010|31.80|0.00|1.600|0.000,0.0,5820.0,|0101021700|0.00|0.00|0.000|98.500,1.6,0.0,1.0,CO,
|0200236211|19.10|0.00|1.200|0.000,0.0,4783.0,|0101031100|0.00|0.00|0.000|59.000,1.2,0.0,1.0,CO,
|0200236211|19.10|0.00|1.200|0.000,0.0,5089.0,|0101031100|0.00|0.00|0.000|59.000,1.2,0.0,1.0,CO,
|0200236211|19.10|0.00|1.200|0.000,0.0,915.0,|0200236211|19.10|0.00|1.200|0.000,0.0,4783.0,5.0,CM,
|0200236211|19.10|0.00|1.200|0.000,0.0,2200.0,|0200236211|19.10|0.00|1.200|0.000,0.0,4783.0,2.0,CM,
|0200236211|19.10|0.00|1.200|0.000,0.0,1670.0,|0200236211|19.10|0.00|1.200|0.000,0.0,5089.0,3.0,CM,
|0200236211|19.10|0.00|1.200|0.000,0.0,655.0,|0200236211|19.10|0.00|1.200|0.000,0.0,4783.0,7.0,CM,
|0200236211|19.10|0.00|1.200|0.000,0.0,940.0,|0200236211|19.10|0.00|1.200|0.000,0.0,4783.0,5.0,CM,
|0200220810|25.40|0.00|1.600|0.000,0.0,590.0,|0200220810|25.40|0.00|1.600|0.000,0.0,6009.0,10.0,CM,
|0200236211|19.10|0.00|1.200|0.000,0.0,1575.0,|0200236211|19.10|0.00|1.200|0.000,0.0,4783.0,3.0,CM,
|0200236211|19.10|0.00|1.200|0.000,0.0,662.0,|0200236211|19.10|0.00|1.200|0.000,0.0,4783.0,7.0,CM,
|0200236211|17.30|0.00|1.200|0.000,0.0,818.0,|0200236211|17.30|0.00|1.200|0.000,0.0,5897.0,7.0,CM,
|0200230841|17.30|0.00|1.200|0.000,0.0,818.0,|0200236041|17.30|0.00|1.200|0.000,0.0,5400.0,6.0,CM,
|0200220810|28.60|0.00|3.200|0.000,0.0,5933.0,|0101021700|0.00|0.00|0.000|84.500,3.2,0.0,1.0,CO,
|0200220810|28.60|0.00|3.200|0.000,0.0,137.0,|0200220810|28.60|0.00|3.200|0.000,0.0,5933.0,42.0,CT,
|0200220139|38.10|0.00|2.300|0.000,0.0,290.0,|0200220139|38.10|0.00|2.300|0.000,0.0,5959.0,20.0,CT,
|0200230120|35.00|0.00|1.200|0.000,0.0,5000.0,|0101030100|0.00|0.00|0.000|109.500,1.2,0.0,1.0,CO,
|0200220810|28.60|0.00|1.400|0.000,0.0,5732.0,|0101021700|0.00|0.00|0.000|88.500,1.4,0.0,1.0,CO,
|0200220810|28.60|0.00|1.400|0.000,0.0,280.0,|0200220810|28.60|0.00|1.400|0.000,0.0,5732.0,20.0,CT,
|0101021400|0.00|0.00|0.000|138.000,2.3,0.0,|0101021400|0.00|0.00|0.000|975.000,2.2,0.0,1.0,PS,1
|0101021400|0.00|0.00|0.000|138.000,2.3,0.0,|0101021400|0.00|0.00|0.000|976.000,2.2,0.0,1.0,PS,
|0200220810|22.20|0.00|1.400|0.000,0.0,5896.0,|0101021700|0.00|0.00|0.000|68.000,1.4,0.0,1.0,CO,
|0200220810|22.20|0.00|1.400|0.000,0.0,645.0,|0200220810|22.20|0.00|1.400|0.000,0.0,5896.0,9.0,CM,
|0200220810|22.20|0.00|1.400|0.000,0.0,122.0,|0200220810|22.20|0.00|1.400|0.000,0.0,5896.0,46.0,CT,
|0200226240|22.20|0.00|2.000|0.000,0.0,5965.0,|0101022500|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200220139|28.60|0.00|2.000|0.000,0.0,54.5,|0200220139|28.60|0.00|2.000|0.000,0.0,6475.0,111.0,CT,
|0200220810|48.60|0.00|2.600|0.000,0.0,6115.0,|0101021700|0.00|0.00|0.000|148.500,2.6,0.0,1.0,CO,
|0200236211|19.10|0.00|1.200|0.000,0.0,922.0,|0200236211|19.10|0.00|1.200|0.000,0.0,4783.0,5.0,CM,
|0200220810|25.40|0.00|1.400|0.000,0.0,227.0,|0200220810|25.40|0.00|1.400|0.000,0.0,5791.0,25.0,CT,
|0200220810|25.40|0.00|1.400|0.000,0.0,108.0,|0200220810|25.40|0.00|1.400|0.000,0.0,5791.0,51.0,CT,
|0200226540|50.00|30.00|2.300|0.000,0.0,526.0,|0200226540|50.00|30.00|2.300|0.000,0.0,5903.0,11.0,CM,
|0200220139|50.80|0.00|1.600|0.000,0.0,630.6,|0200220139|50.80|0.00|1.600|0.000,0.0,5716.0,9.0,CM,
|0200226010|19.10|0.00|2.000|0.000,0.0,85.0,|0200226010|19.10|0.00|2.000|0.000,0.0,6300.0,70.0,CT,
|0200226117|22.20|0.00|1.600|0.000,0.0,5319.0,|0101021400|0.00|0.00|0.000|67.500,1.6,0.0,1.0,CO,
|0200226117|22.20|0.00|1.600|0.000,0.0,1317.0,|0200226117|22.20|0.00|1.600|0.000,0.0,5319.0,4.0,CM,
|0200225939|19.10|0.00|2.300|0.000,0.0,852.0,|0200225939|19.10|0.00|2.300|0.000,0.0,6000.0,7.0,CM,
|0200236211|19.10|0.00|1.200|0.000,0.0,651.0,|0200236211|19.10|0.00|1.200|0.000,0.0,4783.0,7.0,CM,
|0200226117|25.40|0.00|1.600|0.000,0.0,635.0,|0200226117|25.40|0.00|1.600|0.000,0.0,5822.0,9.0,CM,
|0101021700|0.00|0.00|0.000|39.000,1.6,0.0,"|0101021700|0.00|0.00|0.000|1,160.000",1.5,0.0,1.0,PS,1
|0200220810|12.70|0.00|1.600|0.000,0.0,5424.0,|0101021700|0.00|0.00|0.000|39.000,1.6,0.0,1.0,CO,
|0200220810|12.70|0.00|1.600|0.000,0.0,411.3,|0200220810|12.70|0.00|1.600|0.000,0.0,5424.0,13.0,CM,
|0200220810|25.40|0.00|1.600|0.000,0.0,443.6,|0200220810|25.40|0.00|1.600|0.000,0.0,6009.0,13.0,CM,
|0200226010|25.40|0.00|1.600|0.000,0.0,443.6,|0200220810|25.40|0.00|1.600|0.000,0.0,6009.0,13.0,CM,
|0200226010|25.40|0.00|1.600|0.000,0.0,463.0,|0200220810|25.40|0.00|1.600|0.000,0.0,5763.0,12.0,CM,
|0200220139|12.70|0.00|1.600|0.000,0.0,411.3,|0200220139|12.70|0.00|1.600|0.000,0.0,5440.0,13.0,CT,
|0200226010|25.40|0.00|1.600|0.000,0.0,463.0,|0200226010|25.40|0.00|1.600|0.000,0.0,464.5,1.0,TO,
|0200226010|25.40|0.00|1.600|0.000,0.0,445.1,|0200220810|25.40|0.00|1.600|0.000,0.0,6009.0,13.0,CT,
|0200226010|25.40|0.00|1.600|0.000,0.0,443.6,|0200226010|25.40|0.00|1.600|0.000,0.0,445.1,1.0,TO,
|0200226010|25.40|0.00|1.600|0.000,0.0,464.5,|0200220810|25.40|0.00|1.600|0.000,0.0,5763.0,12.0,CT,
|0200236211|19.10|0.00|1.200|0.000,0.0,2194.0,|0200236211|19.10|0.00|1.200|0.000,0.0,4783.0,2.0,CM,
|0200226117|22.20|0.00|1.600|0.000,0.0,2615.0,|0200226117|22.20|0.00|1.600|0.000,0.0,5319.0,2.0,CM,
|0200220810|22.20|0.00|1.400|0.000,0.0,298.0,|0200220810|22.20|0.00|1.400|0.000,0.0,5896.0,19.0,CT,
|0200220810|22.20|0.00|1.600|0.000,0.0,176.0,|0200226010|22.20|0.00|1.600|0.000,0.0,6400.0,34.0,CT,
|0200220810|25.40|0.00|1.400|0.000,0.0,290.0,|0200220810|25.40|0.00|1.400|0.000,0.0,5791.0,19.0,CT,
|0200220810|19.10|0.00|1.400|0.000,0.0,282.0,|0200226010|19.10|0.00|1.400|0.000,0.0,6030.0,21.0,CT,
|0101021700|0.00|0.00|0.000|75.500,2.6,0.0,"|0101021700|0.00|0.00|0.000|1,000.000",2.5,0.0,1.0,PS,1
|0101021700|0.00|0.00|0.000|75.500,2.6,0.0,|0101021700|0.00|0.00|0.000|925.000,2.5,0.0,1.0,PS,
|0101021700|0.00|0.00|0.000|97.000,2.6,0.0,"|0101021700|0.00|0.00|0.000|1,000.000",2.5,0.0,1.0,PS,1
|0101021700|0.00|0.00|0.000|97.000,2.6,0.0,|0101021700|0.00|0.00|0.000|925.000,2.5,0.0,1.0,PS,
|0101021700|0.00|0.00|0.000|103.000,2.6,0.0,"|0101021700|0.00|0.00|0.000|1,000.000",2.5,0.0,1.0,PS,1
|0101021700|0.00|0.00|0.000|103.000,2.6,0.0,|0101021700|0.00|0.00|0.000|925.000,2.5,0.0,1.0,PS,
|0200220810|22.20|0.00|1.600|0.000,0.0,235.0,|0200226010|22.20|0.00|1.600|0.000,0.0,6400.0,26.0,CT,
|0101022000|0.00|0.00|0.000|770.000,2.6,0.0,|0101022000|0.00|0.00|0.000|881.000,2.6,0.0,1.0,PS,1
|0200226010|19.10|0.00|1.600|0.000,0.0,5580.0,|0101021700|0.00|0.00|0.000|58.000,1.6,0.0,1.0,CO,
|0101031100|0.00|0.00|0.000|723.000,1.2,0.0,|0101031100|0.00|0.00|0.000|990.000,1.15,0.0,1.0,PS,1
|0200236041|19.10|0.00|1.200|0.000,0.0,5510.0,|0101031000|0.00|0.00|0.000|59.000,1.2,0.0,1.0,CO,
|0200226010|25.40|0.00|3.200|0.000,0.0,5460.0,|0101021700|0.00|0.00|0.000|75.500,3.2,0.0,1.0,CO,
|0101022500|0.00|0.00|0.000|741.000,1.4,0.0,|0101022500|0.00|0.00|0.000|870.000,1.4,0.0,1.0,PS,1
|0101021700|0.00|0.00|0.000|123.500,3.5,0.0,"|0101021700|0.00|0.00|0.000|1,030.000",3.45,0.0,1.0,PS,1
|0200220810|22.20|0.00|1.400|0.000,0.0,621.0,|0200220810|22.20|0.00|1.400|0.000,0.0,5896.0,9.0,CM,
|0200226117|22.20|0.00|1.600|0.000,0.0,1303.0,|0200226117|22.20|0.00|1.600|0.000,0.0,5319.0,4.0,CM,
|0200226117|45.00|0.00|2.300|0.000,0.0,1300.0,|0200226117|45.00|0.00|2.300|0.000,0.0,6028.0,4.0,CM,
|0200220139|22.20|0.00|2.000|0.000,0.0,6091.0,|0101022000|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200220139|22.20|0.00|2.000|0.000,0.0,670.0,|0200220139|22.20|0.00|2.000|0.000,0.0,6091.0,9.0,CM,
|0200226240|40.00|25.00|1.400|0.000,0.0,6032.0,|0101022500|0.00|0.00|0.000|129.000,1.4,0.0,1.0,CO,
|0200226240|40.00|25.00|1.400|0.000,0.0,295.0,|0200226240|40.00|25.00|1.400|0.000,0.0,6032.0,20.0,CM,
|0200220810|41.00|0.00|3.500|0.000,0.0,5952.0,|0101021700|0.00|0.00|0.000|123.500,3.5,0.0,1.0,CO,
|0200220810|41.00|0.00|3.500|0.000,0.0,33.5,|0200220810|41.00|0.00|3.500|0.000,0.0,5952.0,160.0,CT,
|0200220139|38.10|0.00|2.000|0.000,0.0,5411.0,|0101022000|0.00|0.00|0.000|117.000,2.0,0.0,1.0,CO,
|0200220139|38.10|0.00|2.000|0.000,0.0,1340.0,|0200220139|38.10|0.00|2.000|0.000,0.0,5411.0,4.0,CM,
|0200226240|35.00|0.00|2.600|0.000,0.0,492.5,|0200226240|35.00|0.00|2.600|0.000,0.0,5984.0,12.0,CM,
|0200220810|12.70|0.00|1.600|0.000,0.0,411.3,|0200220810|12.70|0.00|1.600|0.000,0.0,5424.0,13.0,CT,
|0200220810|28.60|0.00|3.200|0.000,0.0,137.5,|0200220810|28.60|0.00|3.200|0.000,0.0,138.7,1.0,TO,
|0101021700|0.00|0.00|0.000|65.000,2.9,0.0,"|0101021700|0.00|0.00|0.000|1,000.000",2.8,0.0,1.0,PS,1
|0101021700|0.00|0.00|0.000|65.000,2.9,0.0,|0101021700|0.00|0.00|0.000|980.000,2.8,0.0,1.0,PS,
|0101021700|0.00|0.00|0.000|164.500,2.9,0.0,|0101021700|0.00|0.00|0.000|980.000,2.8,0.0,1.0,PS,1
|0200220810|48.60|0.00|2.600|0.000,0.0,6125.0,|0101021700|0.00|0.00|0.000|148.500,2.6,0.0,1.0,CO,
|0200226010|48.60|0.00|3.500|0.000,0.0,5750.0,|0101021700|0.00|0.00|0.000|146.500,3.5,0.0,1.0,CO,
|0200220810|34.00|0.00|2.600|0.000,0.0,616.0,|0200220810|34.00|0.00|2.600|0.000,0.0,5211.0,8.0,CM,
|0200230841|25.40|0.00|1.000|0.000,0.0,5934.0,|0101031000|0.00|0.00|0.000|79.500,1.0,0.0,1.0,CO,
|0200230841|25.40|0.00|1.000|0.000,0.0,416.6,|0200230841|25.40|0.00|1.000|0.000,0.0,5934.0,14.0,CM,
|0101031000|0.00|0.00|0.000|647.000,1.0,0.0,|0101031000|0.00|0.00|0.000|965.000,1.0,0.0,1.0,PS,1
|0200226117|28.60|0.00|2.000|0.000,0.0,2083.0,|0200226117|28.60|0.00|2.000|0.000,0.0,6298.0,3.0,CM,
|0200226010|19.10|0.00|2.000|0.000,0.0,82.0,|0200226010|19.10|0.00|2.000|0.000,0.0,5460.0,63.0,CT,
|0200225939|15.90|0.00|2.000|0.000,0.0,403.0,|0200225939|15.90|0.00|2.000|0.000,0.0,6118.0,15.0,CM,
|0200225939|15.90|0.00|2.000|0.000,0.0,6118.0,|0101022000|0.00|0.00|0.000|47.500,2.0,0.0,1.0,CO,
|0200230841|25.40|0.00|1.000|0.000,0.0,416.6,|0200230841|25.40|0.00|1.000|0.000,0.0,5934.0,14.0,CT,
|0200220810|28.60|0.00|3.200|0.000,0.0,137.2,|0200220810|28.60|0.00|3.200|0.000,0.0,5933.0,41.0,CT,
|0200220810|41.00|0.00|3.500|0.000,0.0,32.0,|0200220810|41.00|0.00|3.500|0.000,0.0,5952.0,160.0,TO,
|0200220810|22.20|0.00|1.400|0.000,0.0,261.0,|0200220810|22.20|0.00|1.400|0.000,0.0,5896.0,22.0,CT,
|0200226240|22.20|0.00|1.600|0.000,0.0,215.0,|0200226240|22.20|0.00|1.600|0.000,0.0,6029.0,27.0,CT,
|0200220810|15.90|0.00|1.600|0.000,0.0,329.0,|0200226010|15.90|0.00|1.600|0.000,0.0,5670.0,17.0,CM,
|0200220810|28.60|0.00|1.400|0.000,0.0,266.5,|0200220810|28.60|0.00|1.400|0.000,0.0,5732.0,21.0,CT,
|0200220810|19.10|0.00|1.400|0.000,0.0,285.0,|0200226010|19.10|0.00|1.400|0.000,0.0,5580.0,19.0,CT,
|0200220810|31.80|0.00|1.600|0.000,0.0,1115.0,|0200220810|31.80|0.00|1.600|0.000,0.0,5641.0,5.0,CM,
|0200226010|42.70|0.00|1.400|0.000,0.0,5340.0,|0101021700|0.00|0.00|0.000|132.500,1.4,0.0,1.0,CO,
|0101022000|0.00|0.00|0.000|147.500,2.3,0.0,"|0101022000|0.00|0.00|0.000|1,050.000",2.2,0.0,1.0,PS,1
|0200226339|50.00|25.00|2.300|0.000,0.0,686.0,|0200226339|50.00|25.00|2.300|0.000,0.0,5577.0,8.0,CM,
|0200226117|28.60|0.00|2.000|0.000,0.0,326.0,|0200226117|28.60|0.00|2.000|0.000,0.0,6001.0,18.0,CM,
|0200230841|25.40|0.00|1.200|0.000,0.0,5165.0,|0101031000|0.00|0.00|0.000|79.000,1.2,0.0,1.0,CO,
|0200230841|25.40|0.00|1.200|0.000,0.0,1271.0,|0200230841|25.40|0.00|1.200|0.000,0.0,5165.0,4.0,CM,
|0200220810|25.40|0.00|1.400|0.000,0.0,418.1,|0200220810|25.40|0.00|1.400|0.000,0.0,5955.0,14.0,CM,
|0200220810|25.40|0.00|1.400|0.000,0.0,617.8,|0200220810|25.40|0.00|1.400|0.000,0.0,5652.0,9.0,CM,
|0200220810|25.40|0.00|1.400|0.000,0.0,5652.0,|0101021700|0.00|0.00|0.000|78.500,1.4,0.0,1.0,CO,
|0200220810|25.40|0.00|1.400|0.000,0.0,5955.0,|0101021700|0.00|0.00|0.000|78.500,1.4,0.0,1.0,CO,
|0101021400|0.00|0.00|0.000|58.000,1.6,0.0,|0101021400|0.00|0.00|0.000|941.000,1.55,0.0,1.0,PS,
|0101021400|0.00|0.00|0.000|58.000,1.6,0.0,|0101021400|0.00|0.00|0.000|940.000,1.55,0.0,1.0,PS,1
|0101021400|0.00|0.00|0.000|78.000,1.6,0.0,|0101021400|0.00|0.00|0.000|940.000,1.55,0.0,1.0,PS,1
|0101021400|0.00|0.00|0.000|78.000,1.6,0.0,|0101021400|0.00|0.00|0.000|941.000,1.55,0.0,1.0,PS,
|0200220810|48.60|0.00|2.600|0.000,0.0,550.0,|0200220810|48.60|0.00|2.600|0.000,0.0,6140.0,11.0,CM,
|0101031100|0.00|0.00|0.000|79.000,1.2,0.0,|0101031100|0.00|0.00|0.000|990.000,1.15,0.0,1.0,PS,1
|0101031100|0.00|0.00|0.000|79.000,1.2,0.0,|0101031100|0.00|0.00|0.000|723.000,1.2,0.0,1.0,PS,
|0200220810|22.20|0.00|2.000|0.000,0.0,416.0,|0200220810|22.20|0.00|2.000|0.000,0.0,5905.0,14.0,CM,
|0200220810|22.20|0.00|2.000|0.000,0.0,5905.0,|0101021700|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200226117|22.20|0.00|1.600|0.000,0.0,1215.0,|0200220914|22.20|0.00|1.600|0.000,0.0,6109.0,5.0,CM,
|0200226117|19.10|0.00|2.000|0.000,0.0,632.0,|0200226117|19.10|0.00|2.000|0.000,0.0,5179.0,8.0,CM,
|0200226117|19.10|0.00|2.000|0.000,0.0,609.0,|0200226117|19.10|0.00|2.000|0.000,0.0,5179.0,8.0,CM,
|0200226010|19.10|0.00|1.400|0.000,0.0,5550.0,|0101021700|0.00|0.00|0.000|58.500,1.4,0.0,1.0,CO,
|0101022000|0.00|0.00|0.000|576.000,2.6,0.0,|0101022000|0.00|0.00|0.000|770.000,2.6,0.0,1.0,PS,1
|0101022000|0.00|0.00|0.000|97.000,2.6,0.0,"|0101022000|0.00|0.00|0.000|1,075.000",2.5,0.0,1.0,PS,1
|0101022000|0.00|0.00|0.000|97.000,2.6,0.0,|0101022000|0.00|0.00|0.000|770.000,2.6,0.0,1.0,PS,
|0200226240|22.20|0.00|2.000|0.000,0.0,1000.0,|0200226240|22.20|0.00|2.000|0.000,0.0,6100.0,6.0,CM,
|0200220810|31.80|0.00|1.600|0.000,0.0,5661.0,|0101021700|0.00|0.00|0.000|98.500,1.6,0.0,1.0,CO,
|0200220810|31.80|0.00|1.600|0.000,0.0,265.0,|0200220810|31.80|0.00|1.600|0.000,0.0,5661.0,21.0,CT,
|0200226010|25.40|0.00|1.600|0.000,0.0,462.8,|0200226010|25.40|0.00|1.600|0.000,0.0,464.3,1.0,TO,
|0200226010|25.40|0.00|1.600|0.000,0.0,443.4,|0200226010|25.40|0.00|1.600|0.000,0.0,444.9,1.0,TO,
|0101022600|0.00|0.00|0.000|78.000,1.6,0.0,|0101022600|0.00|0.00|0.000|940.000,1.55,0.0,1.0,PS,1
|0101022600|0.00|0.00|0.000|78.000,1.6,0.0,|0101022600|0.00|0.00|0.000|822.000,1.6,0.0,1.0,PS,
|0101022500|0.00|0.00|0.000|75.500,3.2,0.0,|0101022500|0.00|0.00|0.000|950.000,3.05,0.0,1.0,PS,1
|0101022500|0.00|0.00|0.000|75.500,3.2,0.0,|0101022500|0.00|0.00|0.000|497.000,3.2,0.0,1.0,PS,
|0101022500|0.00|0.00|0.000|94.500,3.2,0.0,|0101022500|0.00|0.00|0.000|950.000,3.05,0.0,1.0,PS,1
|0101022500|0.00|0.00|0.000|94.500,3.2,0.0,|0101022500|0.00|0.00|0.000|497.000,3.2,0.0,1.0,PS,
|0200226010|22.20|0.00|2.000|0.000,0.0,5360.0,|0101021700|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200226010|22.20|0.00|2.000|0.000,0.0,5340.0,|0101021700|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200226010|22.20|0.00|2.000|0.000,0.0,5362.0,|0101021700|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
